Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Hands On!,1212 Suncrest Dr,,Gray,TN,37615,,423-434-4263,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,36.386632,-82.498535,2021-01-14,138583,2021-03-11 23:22:17 UTC,T,,,2019-07-30,,,,,J1772,US,,,,Public,,public,,,MUSEUM,,,,,,,,,,,,,,,,,
ELEC,FESSLERS DCFAST HOG,401 Fesslers Ln,,Nashville,TN,37210,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.149097,-86.743576,2021-12-01,143202,2021-12-01 00:30:49 UTC,,,,2019-08-15,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,WLHD DCFAST HOG,7720 Lee Hwy,,Chattanooga,TN,37421,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.06164,-85.13038,2021-12-01,143210,2021-12-01 00:30:49 UTC,,,,2019-08-15,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TERM GARAGE 2 MNAA FAST DC 4,1 Terminal Dr,,Nashville,TN,37214,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.131522,-86.669243,2021-12-01,143383,2021-12-01 00:30:49 UTC,,,,2019-08-15,,,,,CHADEMO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TERM GARAGE 2 P3 STATION 01,2 Terminal Drive,,Nashville,TN,37214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.130709,-86.667682,2021-12-01,144356,2021-12-01 00:30:49 UTC,,,,2019-08-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,RIVERWALK APTS STATION 4,140 E Blount Ave,,Knoxville,TN,37920,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.955168,-83.914568,2021-12-01,145149,2021-12-01 00:30:49 UTC,,,,2019-09-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,RIVERWALK APTS STATION 1,211 E Blount Ave,,Knoxville,TN,37920,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.955201,-83.915992,2021-12-01,145150,2021-12-01 00:30:49 UTC,,,,2019-09-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EV_CHARGER BR-JONESBOROUGH,117 Boone St,,Jonesborough,TN,37659,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.296947,-82.47122,2021-12-01,145555,2021-12-01 00:30:49 UTC,,,,2019-09-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EV_CHARGER BR-JC LIBRARY,201 N Roan St,,Johnson City,TN,37601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.319176,-82.353261,2021-12-01,145557,2021-12-01 00:30:49 UTC,,,,2019-09-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,THORNWOOD THORNWOOD,7794 Kings College Ave,,Germantown,TN,38138,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.10303,-89.803246,2021-12-01,146773,2021-12-01 00:30:49 UTC,,,,2019-10-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 272 - Franklin, TN",3600 Mallory Ln.,,Franklin,TN,37067,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.940533,-86.819453,2021-12-01,146949,2021-12-01 01:32:15 UTC,,,,2019-10-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,METRO NASHVILLE BELLEVUE ICE 4,7634 US-70S,,Nashville,TN,37221,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.081158,-86.951253,2021-12-01,146988,2021-12-01 00:30:49 UTC,,,,2019-10-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,METRO NASHVILLE BELLEVUE ICE 3,7640 US-70S,,Nashville,TN,37221,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.080881,-86.950813,2021-12-01,146989,2021-12-01 00:30:49 UTC,,,,2019-10-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Dalton Agency,"926 Main Street
Suite A",,Nashville,TN,37206,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,https://semaconnect.com/,GPS,36.176454992603,-86.754779240475,2021-12-01,148475,2021-12-01 00:20:23 UTC,,,,2019-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,
ELEC,Eleven North,210 11th Avenue N,null,Nashville,TN,37203,,800-663-5633,E,,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,36.1597061,-86.7885981,2021-12-01,148476,2021-12-01 00:20:23 UTC,,,,2019-07-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,
ELEC,Nissan of Paris,1490 Mineral Wells Ave,,Paris,TN,38242,,731-642-0601,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,36.279223,-88.304458,2020-11-09,149480,2021-03-11 23:22:17 UTC,P,,,2019-05-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,Nissan of Paris,1490 Mineral Wells Ave,,Paris,TN,38242,,731-642-0601,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,36.279223,-88.304458,2020-11-09,149495,2021-03-11 23:22:17 UTC,P,,,2019-05-01,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,Smyrna Town Centre,100 Sam Ridley Pkwy,,Smyrna,TN,37167,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,35.996046,-86.525702,2021-11-30,149536,2021-11-30 22:55:12 UTC,,,,2019-11-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,TriStar Southern Hills Medical Center,391 Wallace Road,"Unit 672 under repair.
",Nashville,TN,37211,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,36.0767,-86.7212,2021-11-30,149537,2021-11-30 22:55:12 UTC,,,,2019-11-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,FIELDSTONE STATION 1,3276 eagle lake drive,,Memphis,TN,38119,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.058727,-89.802956,2021-12-01,149554,2021-12-01 00:30:49 UTC,,,,2019-11-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,FOOD CITY FOOD CITY651 #1,1715 W Broadway Ave,,Maryville,TN,37801,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.736697,-83.99328,2021-12-01,150000,2021-12-01 00:30:49 UTC,,,,2019-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Willowbrook Commons - Tesla Supercharger,61 East Thompson Lane,,Nashville,TN,37211,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,36.110515,-86.723904,2021-10-11,150215,2021-11-04 18:37:47 UTC,P,,,2019-11-19,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,UDR 1200BROADWAY 4,Broadway Ave & 12th Ave N WB,,Nashville,TN,37203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.156766,-86.787687,2021-12-01,150345,2021-12-01 00:30:49 UTC,,,,2019-12-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,UDR 1200BROADWAY 1,Broadway Ave &amp; 12th Ave N WB,,Nashville,TN,37203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.156807,-86.78765,2021-12-01,150346,2021-12-01 00:30:49 UTC,,,,2019-12-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Candlewood Suites Smyrna - Nashville - Tesla Destination,930 Colonnade Dr,,Smyrna,TN,37167,,615-442-8427  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,35.974553,-86.576849,2020-11-03,150659,2021-03-11 23:22:17 UTC,P,,,2019-09-30,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Courtyard by Marriott Nashville/Murfreesboro - Tesla Destination,1306 Greshampark Dr,,Murfreesboro,TN,37129,,615-907-3105  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,35.862261,-86.450429,2020-11-03,150670,2021-03-11 23:22:17 UTC,P,,,2019-09-30,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Tru by Hilton Smyrna Nashville - Tesla Destination,950 Colonnade Dr,,Smyrna,TN,37617,,615-462-5075  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,35.975025,-86.577078,2020-11-03,150689,2021-03-11 23:22:17 UTC,P,,,2019-09-30,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Cookeville Medical Center - Tesla Destination,225 N Willow Ave,,Cookeville,TN,38501,,931-240-2341  877-798-3752,E,,Public,24 hours daily,,,,,,7,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.167393,-85.512176,2020-11-03,150731,2021-03-11 23:22:17 UTC,P,,,2019-09-30,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,CANDLEWOOD CANDLEWOOD,1161 S Jefferson Ave,,Cookeville,TN,38506,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.132294,-85.504364,2021-12-01,152235,2021-12-01 00:30:49 UTC,,,,2020-01-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Home 2 Suites by Hilton,2809 New Brunswick Road,,Memphis,TN,38133,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.202501,-89.779719,2021-11-30,152338,2021-11-30 22:55:12 UTC,,,,2020-01-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,FOOD CITY STORE 625,110 N Industrial Dr,,Erwin,TN,37650,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.149586,-82.418377,2021-12-01,152563,2021-12-01 00:30:49 UTC,,,,2020-01-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Publix #1680,1010 Dr Martin L King Jr Blvd,,Nashville,TN,37203,,615-259-6072,E,,Public,Store business hours; customer use only while shopping at Publix,,,,,,2,,,Non-Networked,,GPS,36.16331,-86.789734,2021-02-15,152995,2021-03-11 23:22:17 UTC,P,,,2019-10-02,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,
ELEC,GALLERIA IMT GALLERIA GW,427 Nichol Mill Ln,,Brentwood,TN,37027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.956664,-86.818953,2021-12-01,153159,2021-12-01 00:30:49 UTC,,,,2020-01-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,WFM - SOUTH WHOLEFOODS MARK,5014 Poplar Ave,,Memphis,TN,38117,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.113681,-89.894207,2021-12-01,153303,2021-12-01 00:30:49 UTC,,,,2020-02-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TVA DEMO 1 DEMO,26 Century Blvd,,Nashville,TN,37214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.150316,-86.685079,2021-12-01,153309,2021-12-01 00:30:49 UTC,,,,2020-02-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,HAMPTON STATION 1,2825 Elm Hill Pike,,Nashville,TN,37214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.148162,-86.665805,2021-12-01,153325,2021-12-01 00:30:49 UTC,,,,2020-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CAMERONATFP CAMERON AT FP 2,6300 Tower Cir,,Franklin,TN,37067,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.937412,-86.81097,2021-12-01,153685,2021-12-01 00:30:49 UTC,,,,2020-02-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TCMC B GARAGE CENTENNIAL B3,311 23rd Ave N,,Nashville,TN,37203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.152315,-86.807851,2021-12-01,154079,2021-12-01 00:30:49 UTC,,,,2020-02-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,NASHVILLE VAMC NASH 1,1310 24th Ave S,,Nashville,TN,37212,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.140718,-86.803386,2021-12-01,154145,2021-12-01 00:30:49 UTC,,,,2020-02-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TVHS STATION5,101-123 TN-268,,Murfreesboro,TN,37130,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.910725,-86.383374,2021-12-01,154147,2021-12-01 00:30:49 UTC,,,,2020-02-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TVHS STATION4,188-244 TN-268,,Murfreesboro,TN,37129,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.910369,-86.384607,2021-12-01,154148,2021-12-01 00:30:49 UTC,,,,2020-02-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Peabody Place Garage 1,110 Peabody Place,"Chargers are located on Level 2 of the 
Parking Garage. Near Elevators.
",Memphis,TN,38103,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.1409419,-90.0538061,2021-11-30,154404,2021-11-30 22:55:12 UTC,,,,2020-03-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,McGavock Group Partners Corporate Office,1101 McGavock St - Suite 400,,Nashville,TN,37203,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,36.155411,-86.786035,2021-11-30,154443,2021-11-30 22:55:12 UTC,,,,2020-03-13,,,,,J1772,US,,,,Privé,,private,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,The Gulch,1101 McGavock Street,,Nashville,TN,37203,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,36.1552,-86.7858,2021-11-30,154444,2021-11-30 22:55:12 UTC,,,,2020-03-13,,,,,J1772,US,,,,Privé,,private,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,"Blood Assurance, Inc.",705 E. 4th St,,Chattanooga,TN,37403,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,35.051272,-85.301082,2021-11-30,154498,2021-11-30 22:55:12 UTC,,,,2020-03-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
E85,RaceTrac #2550,1810 Wilma Rudolph Blvd,,Clarksville,TN,37040,,931-648-7558,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,200-9,36.554707,-87.32438,2021-09-10,154551,2021-09-10 19:40:26 UTC,P,,,2020-03-18,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,
ELEC,WFM - SOUTH WHOLEFOODS NAS1,1210 Broadway,,Nashville,TN,37203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.156702,-86.788385,2021-12-01,154784,2021-12-01 00:30:49 UTC,,,,2020-03-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,LIV Development - Bluebird,1348 Passenger St,,Chattanooga,TN,37408,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,35.036387,-85.303169,2021-11-30,154828,2021-11-30 22:55:12 UTC,,,,2020-03-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Doubletree Hotel and Restaurant,1850 Old Fort Parkway,,Murfreesboro,TN,37129,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.847488,-86.424329,2021-11-30,155332,2021-11-30 22:55:12 UTC,,,,2020-04-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,STOCKYARDS STOCKYARDS 1,801 2nd Ave N,,Nashville,TN,37201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.171467,-86.7815,2021-12-01,155530,2021-12-01 00:30:49 UTC,,,,2020-04-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
LPG,Alliance AutoGas,4521 Rutledge Dr,,Knoxville,TN,37914,,,E,,Private,,ALLIANCE,,,,,,,,,,200-9,36.010185,-83.872566,2020-07-13,155628,2021-10-11 15:11:48 UTC,P,,,2020-04-29,,,,,,US,,,,Privé,,private,,,FUEL_RESELLER,,,,,,,,,,,,,,,,,
LPG,Alliance AutoGas,1202 Tusculum Blvd,,Greeneville,TN,37745,,,E,,Private,24 hours daily,ALLIANCE,,,,,,,,,,200-9,36.170972,-82.801528,2021-09-10,155647,2021-09-10 19:40:26 UTC,P,,,2020-04-29,,,,,,US,,,,Privé,,private,,,FUEL_RESELLER,,,,,,,,,"[""QUICK_CONNECT""]",,,,,,,,
LPG,Alliance AutoGas,5712 Ringgold Rd,,East Ridge,TN,37412,,,E,,Private,,ALLIANCE,,,,,,,,,,200-9,34.989988,-85.224604,2020-07-13,155665,2021-09-15 20:53:17 UTC,P,,,2020-04-29,,,,,,US,,,,Privé,,private,,,FUEL_RESELLER,,,,,,,,,,,,,,,,,
LPG,Alliance AutoGas,1001 Parkway Blvd,,Elizabethton,TN,37643,,,E,,Private,,ALLIANCE,,,,,,,,,,200-9,36.33363,-82.236983,2020-07-13,155666,2021-09-15 20:53:32 UTC,P,,,2020-04-29,,,,,,US,,,,Privé,,private,,,FUEL_RESELLER,,,,,,,,,,,,,,,,,
LPG,Alliance AutoGas,1805 E Stone Dr,,Kingsport,TN,37660,,,E,,Private,,ALLIANCE,,,,,,,,,,200-9,36.543961,-82.514263,2020-07-13,155667,2021-09-15 20:53:53 UTC,P,,,2020-04-29,,,,,,US,,,,Privé,,private,,,FUEL_RESELLER,,,,,,,,,,,,,,,,,
LPG,Alliance AutoGas,420 Harrison St,,Sneedville,TN,37869,,,E,,Private,,ALLIANCE,,,,,,,,,,200-8,36.524448,-83.215532,2020-07-13,155668,2021-09-15 20:54:09 UTC,P,,,2020-04-29,,,,,,US,,,,Privé,,private,,,FUEL_RESELLER,,,,,,,,,,,,,,,,,
LPG,Blossman Gas Inc,2403 Highway 41 S,,Maryville,TN,37801,,865-774-0073,E,,Public - Card key at all times,8am-5pm M-F (full service); 24 hour access with Alliance AutoGas card (self-service),ALLIANCE,,,,,,,,,,200-8,36.420973,-86.799884,2021-10-12,155669,2021-10-12 12:58:36 UTC,P,,,,,,true,,,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,FUEL_RESELLER,,,,,,,,,"[""QUICK_CONNECT""]",,,,,,,,
ELEC,Alamo Steakhouse - Pigeon Forge,3050 Parkway,,Pigeon Forge,TN,37863,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.794309,-83.562277,2021-11-30,156603,2021-11-30 22:55:12 UTC,,,,2020-05-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,HAMPTON BELLEVUE 1,7815 Coley Davis Rd,,Nashville,TN,37221,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.079158,-86.955047,2021-12-01,158470,2021-12-01 00:30:49 UTC,,,,2020-06-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,7SPC GREENEVILLE TA,195 Van Hill Rd,,Greeneville,TN,37745,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.32513,-82.835075,2021-12-01,162530,2021-12-01 00:30:49 UTC,,,,2020-06-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Mama's Farmhouse,208 Pickel Street,,Pigeon Forge,TN,37863,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.79482,-83.566248,2021-11-30,163419,2021-11-30 22:55:12 UTC,,,,2020-06-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,HAMPTON HAMPTON 1,5001 Crossings Cir,,Mt. Juliet,TN,37122,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.168122,-86.51569,2021-12-01,163587,2021-12-01 00:30:49 UTC,,,,2020-06-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,HAMPTON MARRIOTT,1980 Providence Pkwy,,Mt. Juliet,TN,37122,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.164289,-86.518671,2021-12-01,163588,2021-12-01 00:30:49 UTC,,,,2020-06-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CANDLEWOOD FRANKLIN,1305 Murfreesboro Rd,,Franklin,TN,37064,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.915624,-86.827691,2021-12-01,163613,2021-12-01 00:30:49 UTC,,,,2020-06-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Staybridge Suites Downtown,1300 carter Street,,Chattanooga,TN,37402,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.040649,-85.31432,2021-11-30,163721,2021-11-30 22:55:12 UTC,,,,2020-07-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
